TEO,TEI,TCI,GE,GC,TCO,P,COP,PLR
7.08,9.01,31.87,247.13,363.53,33.51,473.64,4.23,0.32
6.88,8.75,32.07,255.66,361.21,33.79,470.26,4.27,0.32
7.05,8.94,31.83,255.32,358.13,33.95,461.61,4.37,0.32
7.08,9.01,32.08,255.83,363.14,33.68,478.27,4.33,0.33
7.1,9.12,31.87,249.07,359.03,33.24,483.04,4.37,0.33
7.09,9.12,31.88,247.17,357.39,33.65,478.85,4.39,0.33
7.12,9.2,31.92,247.31,358.68,33.67,475.14,4.53,0.34
7.05,9.11,32.17,255.01,363.76,33.47,486.07,4.51,0.35
6.9,8.95,31.9,255.5,361.98,33.54,483.79,4.53,0.35
6.87,8.96,31.85,250.39,365.04,33.53,482.05,4.53,0.35
6.8,8.93,32.11,248.6,364.99,34.07,475.78,4.66,0.35
7.05,9.16,31.86,254.31,360.46,33.37,473.52,4.75,0.36
6.82,9,32.04,251.72,361.86,33.41,492.87,4.67,0.36
7.04,9.22,32.16,247.46,362.84,34.26,478.79,4.72,0.36
6.9,9.03,32.19,255.09,365.59,34.05,482.66,4.7,0.36
7.14,9.31,31.93,247.87,365.94,33.52,476.97,4.73,0.36
6.84,9,31.83,250.06,361.1,33.98,479.89,4.72,0.36
6.88,9.02,31.88,254.09,359.41,33.48,481.06,4.73,0.36
7.2,9.32,31.99,255.53,361.38,34.05,493.19,4.61,0.36
7.14,9.39,32.15,249.05,361.26,34.33,488.72,4.81,0.37
7.14,9.4,31.85,247.57,359.28,33.7,493.4,4.73,0.37
7.17,9.44,32.08,249.22,360.44,34.22,483.01,4.91,0.37
7.2,9.39,31.94,255.49,362.72,34.05,484.73,4.84,0.37
6.96,9.17,32.14,253.17,359.19,34.23,487.03,4.82,0.37
7.06,9.37,31.91,247.1,357.87,34.29,489.57,4.87,0.38
6.86,9.19,31.87,249.95,366.47,33.81,501.19,4.86,0.38
6.91,9.17,31.89,252.83,357.04,33.89,481.33,4.96,0.38
6.88,9.21,32.07,247.54,360.01,33.94,498.92,4.83,0.38
7.12,9.35,31.97,255.28,361.27,33.83,484.97,4.9,0.38
6.81,9.04,31.9,255.12,360.04,33.72,484.98,4.91,0.38
7.03,9.39,31.95,251.74,364.48,33.72,497.28,5.02,0.39
6.83,9.19,31.91,248.48,356.67,33.93,499.9,4.93,0.39
6.81,9.14,31.81,255.33,359.8,34.01,502.5,4.94,0.39
7.18,9.49,31.82,252.49,359.75,34.25,485.32,5.04,0.39
7.19,9.51,31.92,254.99,362.26,34.23,491.3,5.03,0.39
7.01,9.4,31.82,253.3,359.38,34.23,495,5.11,0.4
6.9,9.26,31.89,254.39,365.22,34.17,494.2,5.09,0.4
7.2,9.59,32.15,250.13,366.24,34.08,506.79,4.94,0.4
6.84,9.29,31.9,247.61,363.98,33.64,498.21,5.1,0.4
6.96,9.33,31.81,255.81,360.33,33.53,508.49,5,0.4
7.13,9.52,32.03,254.58,361.47,33.67,492.16,5.18,0.4
7.15,9.58,32,247.69,358.76,33.55,508.92,4.96,0.4
7.11,9.51,31.81,253.19,363.09,34.08,507.76,5.01,0.4
7.15,9.52,31.88,256.31,363.46,34.07,496.29,5.13,0.4
6.97,9.42,31.82,254.1,358.16,33.71,509.73,5.11,0.41
6.99,9.44,32.07,250.46,365.47,33.95,507.38,5.07,0.41
6.96,9.46,32.13,249.84,363.24,34.39,506.98,5.17,0.41
6.92,9.42,32.04,249.66,357.01,34.27,509.59,5.12,0.41
7.17,9.61,31.85,256.02,356.66,34.07,515.93,5.07,0.41
7.17,9.59,31.97,254.44,360.72,34.44,510.47,5.05,0.41
6.9,9.42,31.95,253.35,356.62,34.27,507.2,5.27,0.42
6.97,9.53,32.19,248.15,360.92,34.49,501.71,5.29,0.42
6.83,9.35,32.08,249.83,363.22,33.83,505.07,5.23,0.42
6.96,9.49,31.82,251.19,366.48,34.35,519.25,5.11,0.42
7.02,9.54,31.92,248.83,359.72,33.9,512.18,5.13,0.42
6.8,9.35,32.19,247.92,357,34.78,510.76,5.17,0.42
7.18,9.73,32.11,249.45,362.5,34.25,500.63,5.32,0.42
7.06,9.58,32.04,249.68,364.14,34.14,499.33,5.28,0.42
7.04,9.53,32.1,253.41,366.34,34.01,517.77,5.12,0.42
7.06,9.67,32.11,249.13,358.95,34.6,511.55,5.34,0.43
7.11,9.76,32.05,246.86,357.96,34.69,515.85,5.31,0.43
6.84,9.49,31.87,247.15,362.01,33.97,520.86,5.27,0.43
7.1,9.73,32.09,249.64,358.19,34.76,509.98,5.39,0.43
7.06,9.63,31.99,252.75,361.9,34.6,509.64,5.34,0.43
7.13,9.71,32.09,250.32,362.07,34.47,513.33,5.28,0.43
6.99,9.58,31.81,253.26,360.1,34.14,521.78,5.27,0.43
6.99,9.57,31.99,251.92,360.46,34.53,511.28,5.32,0.43
7.04,9.65,32.08,247.82,357.55,34.71,512.87,5.27,0.43
7.01,9.68,31.85,246.71,365.28,34.08,524.51,5.26,0.44
6.99,9.61,31.83,253.43,357.64,34.39,510.41,5.44,0.44
7.19,9.78,31.98,254.36,356.7,33.77,515.01,5.36,0.44
7.14,9.81,31.84,248.78,361.41,33.74,522.67,5.32,0.44
6.87,9.49,32.13,253.04,361.39,34.17,526.04,5.29,0.44
7.18,9.81,32.16,252.12,364.12,34.38,522.61,5.31,0.44
7.03,9.75,32.04,252.64,364.23,34.24,525.01,5.49,0.45
7.14,9.82,31.86,254.7,360.42,34.13,526.53,5.42,0.45
7.05,9.79,31.87,249.71,360.53,33.9,534.36,5.36,0.45
6.85,9.53,31.86,253.67,360.57,33.96,532.7,5.35,0.45
7,9.76,32.07,247.38,365.35,34.74,534.1,5.35,0.45
6.81,9.55,32.02,250.64,359,34.19,525.91,5.47,0.45
7.15,9.82,32.12,255.76,361.65,34.6,535.99,5.35,0.45
6.8,9.43,31.94,255.82,362.41,33.8,520.91,5.42,0.45
7.08,9.85,32.03,252.48,363.31,34.59,541.18,5.4,0.46
6.86,9.64,32.15,247.62,363.35,34.81,536.55,5.37,0.46
6.84,9.63,32.1,249.66,361.19,34.76,525.28,5.56,0.46
7.2,9.97,32,256.58,358.44,34.55,537.87,5.54,0.47
6.88,9.75,31.86,249.28,356.52,33.96,547.26,5.47,0.47
6.9,9.71,32.1,250.96,363.82,33.91,532.87,5.53,0.47
7.14,9.99,32.04,247.36,360.64,34.29,540.78,5.46,0.47
7.11,9.91,32.17,252.16,356.73,34.58,542.03,5.45,0.47
6.93,9.69,31.87,256.05,359.15,34.32,533.21,5.54,0.47
6.91,9.67,32.13,254.93,362.98,34.64,538.57,5.47,0.47
7.05,9.89,31.87,252.65,365.97,34.08,545.53,5.5,0.47
6.86,9.66,32.19,253.99,358.65,34.18,537.03,5.53,0.47
6.86,9.78,32.12,248.2,362.78,34.02,553.44,5.49,0.48
6.97,9.87,32.03,249.46,365.04,34.04,545.4,5.56,0.48
7.18,10.04,32.06,255.19,358.41,34.51,543.71,5.62,0.48
7.14,10.09,31.95,246.94,356.75,34.54,550.14,5.54,0.48
7.12,10.11,32.03,247.45,364.6,34.27,548.24,5.65,0.49
7.03,9.92,31.86,256.58,358.72,34.07,562.45,5.52,0.49
7.03,10,31.95,249.36,361.96,34.66,545.2,5.7,0.49
7.07,9.99,31.99,254.31,360.02,34.51,556.2,5.59,0.49
6.93,9.94,32.03,248.25,358.52,34.93,565.14,5.53,0.49
6.89,9.91,31.85,251.42,361.15,34.69,562.64,5.66,0.5
6.91,9.92,32.19,252.95,360.09,34.97,552.43,5.77,0.5
7.13,10.18,32.07,246.8,364.36,34.66,566.76,5.56,0.5
7.17,10.24,31.94,248.17,359.3,34.15,570.23,5.6,0.5
6.88,9.86,32.04,252.99,357.72,34.45,551.77,5.71,0.5
6.91,10.06,31.95,247.59,359.15,34.11,567.65,5.74,0.51
7.17,10.24,31.91,249.7,365.26,33.95,557.01,5.78,0.51
6.9,9.96,32.08,256.54,363.72,34.27,584.68,5.64,0.52
6.92,10.13,32.14,246.94,365.31,34.27,576,5.77,0.52
6.83,10.03,32.19,250.19,358.06,34.98,579.97,5.77,0.53
6.94,10.09,32.04,253.09,361.95,35.1,582.45,5.73,0.53
7.04,10.2,32.14,255.07,358.02,35.18,594.31,5.68,0.53
6.89,10.11,32.18,247.98,365.68,35.07,584.24,5.73,0.53
6.85,10.15,32.04,247.91,359.08,34.25,588.92,5.82,0.54
7.03,10.33,31.95,248.65,356.71,34.32,591.49,5.82,0.54
7.01,10.22,32.14,256.22,364.32,34.99,591.22,5.83,0.54
7.12,10.36,32.1,250.61,357.69,35.26,582.02,5.84,0.54
6.94,10.25,32.18,247.41,358.5,35.34,586.98,5.85,0.54
7.1,10.42,32.05,247.11,360.72,34.86,594.79,5.77,0.54
7,10.28,32.07,253.59,357.1,34.65,591.07,5.89,0.55
7.02,10.36,32.2,247.13,365.18,34.43,590.75,5.87,0.55
6.88,10.17,31.95,253.4,361.47,34.86,604.52,5.78,0.55
7.12,10.52,32.14,248.51,362.3,34.46,604.02,5.85,0.56
7.12,10.46,31.98,255.06,363.24,34.4,612.57,5.83,0.56
7.03,10.42,32.08,249.74,358.8,34.79,614.89,5.75,0.56
7.06,10.42,31.86,255.17,358.65,35.05,603.3,5.95,0.57
7.09,10.56,32.07,248.55,358.49,34.92,617.56,5.85,0.57
6.99,10.52,32.01,249.23,362.14,34.81,633.41,5.82,0.58
6.97,10.5,31.99,250.36,363.51,35.1,627.67,5.89,0.58
7.08,10.64,31.84,251.3,357.04,35.18,641.09,5.84,0.59
6.89,10.4,32.04,254.6,360.49,34.82,626.63,5.98,0.59
6.88,10.48,32.13,247.98,366.11,34.85,636.09,5.88,0.59
7.04,10.57,32.01,252.62,363.63,34.58,632.15,5.9,0.59
6.98,10.47,31.92,255.73,366.06,34.83,632.95,5.9,0.59
7.15,10.68,31.87,252.23,359.44,34.28,633.54,5.89,0.59
7.19,10.77,31.89,250.07,364.46,34.44,644.38,5.82,0.59
7.18,10.67,31.99,255.91,363.54,34.89,638.8,5.84,0.59
6.91,10.4,31.91,255.48,360.37,34.75,642.52,5.81,0.59
7.13,10.68,32.05,255.19,361.59,34.57,636.85,5.94,0.6
7.13,10.68,31.83,253.75,359.58,34.99,634.73,5.94,0.6
7.05,10.7,32.13,249.95,365.44,35.25,643.25,5.94,0.6
6.95,10.57,32.2,249.71,365.63,35.56,645.38,5.87,0.6
6.87,10.5,32.04,248.98,366.09,34.47,651.41,5.81,0.6
6.85,10.55,32,248.95,361.9,35.04,661.94,5.82,0.61
7.15,10.82,32.14,251.14,363.41,35.07,661.84,5.84,0.61
7.01,10.74,32.08,246.96,359.8,35.53,647.71,5.96,0.61
7.18,10.77,31.82,256.06,363.47,35.23,659.77,5.83,0.61
7.12,10.83,32.15,252.71,362.81,35.64,661.32,5.94,0.62
7.16,11.03,32.19,246.71,365.91,35.16,675.71,5.92,0.63
7.06,10.81,32.01,253.67,364.05,35.34,679.25,5.87,0.63
6.91,10.67,31.85,255.41,362.81,34.46,680.82,5.9,0.63
7.17,11.02,31.92,247.43,357.7,34.82,665.81,6,0.63
7.14,10.93,31.95,250.26,364.28,34.97,660.89,6.01,0.63
6.89,10.68,32.04,250.49,358.06,34.97,669.4,5.93,0.63
6.95,10.79,31.81,253.59,365.89,35,678.7,6.01,0.64
7.06,10.89,32.15,251.85,366.29,35.2,686.91,5.87,0.64
7,10.77,32.16,255.51,360.19,35.19,672.2,5.99,0.64
7.13,11.02,31.89,253.07,362.62,35.35,697.82,5.91,0.65
7.12,10.93,32.14,256.53,366.04,35.64,689.68,5.94,0.65
6.91,10.76,32,255.91,360.13,34.94,695.21,5.93,0.65
7.18,11.11,32.15,248.26,363.95,34.96,680.77,6,0.65
7.09,10.99,31.85,250.42,361.89,35.01,700.46,5.85,0.65
6.94,10.85,31.88,251.75,359.99,35.08,684.98,6.01,0.65
7.09,11.11,32.18,249.35,363.65,35.18,716.65,5.86,0.66
7.08,10.97,32.08,255.85,361.91,35.3,701.24,5.93,0.66
7.03,10.99,32.16,253.32,364.46,35.67,713.56,5.88,0.66
7,10.99,32.07,248.91,359.25,34.85,693.27,6,0.66
7.02,10.96,32.09,253.07,366.38,34.97,713.44,5.85,0.66
7.1,11.1,32.11,254.7,363.01,35.15,715.47,5.96,0.67
7.07,11.08,32.06,252.14,357.79,35.16,711.47,5.95,0.67
6.84,10.92,31.86,246.61,360.57,35.55,717.75,5.87,0.67
6.95,11.04,31.82,248.97,363.15,35.36,725.57,5.88,0.67
6.87,10.96,31.84,249.69,364.89,35.35,717.28,5.96,0.68
6.99,11.03,32.17,253.95,359.74,35.37,723.23,5.95,0.68
7.14,11.3,31.88,250.15,364.55,35.66,736.19,5.92,0.69
6.89,10.97,31.92,255.24,359.45,35.68,739.46,5.9,0.69
7.18,11.4,31.81,246.66,358.14,35.4,732.64,5.95,0.69
7,11.13,31.84,253.39,356.75,35.68,740.35,5.92,0.69
7.06,11.2,31.85,256.36,361.59,35.59,756.37,5.88,0.7
6.87,11.18,31.86,249.69,364.81,35.32,762.85,5.9,0.71
6.98,11.21,31.84,254.29,361.09,34.85,754.66,5.97,0.71
6.97,11.31,31.83,247.43,361.67,34.97,760.54,5.91,0.71
7.05,11.46,31.89,246.73,361.29,34.95,772.19,5.89,0.72
7,11.4,31.95,247.74,362.62,35.58,769.14,5.92,0.72
6.91,11.16,31.89,255.34,356.62,35.25,767.17,5.92,0.72
6.93,11.29,32,248.21,362.94,35.23,758.78,5.97,0.72
7.16,11.44,31.82,253.92,358.78,35.49,782.36,5.82,0.72
6.99,11.25,32.11,254.99,357.59,35.47,780.53,5.83,0.72
7.09,11.46,31.84,249.76,357.43,35.52,776.84,5.87,0.72
7.06,11.55,31.94,246.97,361.42,35.75,798.8,5.81,0.73
6.86,11.24,31.97,252.24,361.38,35.32,778.56,5.94,0.73
7.12,11.6,31.9,247,362.41,35.69,786.78,5.89,0.73
7.16,11.48,32.01,255.69,358.81,35.72,796.63,5.81,0.73
6.85,11.33,31.9,246.92,361.84,35.41,796.27,5.82,0.73
7.1,11.55,32.1,251.27,365.4,35.24,803.05,5.83,0.74
6.96,11.51,31.91,247.74,358.22,35.91,814.59,5.79,0.74
6.89,11.35,31.96,252.62,360.16,35.32,800.85,5.88,0.74
6.85,11.33,32.15,250.15,362.55,36.09,789.72,5.94,0.74
7.08,11.57,32.07,249.25,358.03,35.6,794.09,5.89,0.74
6.91,11.4,31.81,253.13,362.35,35.17,821.29,5.8,0.75
7.08,11.53,31.85,254.59,357.37,35.32,801.94,5.92,0.75
7.08,11.61,32.02,249.9,361.54,35.62,815.28,5.81,0.75
6.92,11.39,32.16,253.65,366.43,36.13,815.94,5.82,0.75
6.86,11.29,31.9,254.3,359.8,35.7,796.62,5.92,0.75
6.87,11.31,31.95,256.19,358.47,35.94,820.88,5.8,0.75
6.89,11.37,31.89,254.15,362.32,35.36,813.94,5.86,0.75
6.99,11.46,31.9,254.06,358.2,35.67,814.27,5.83,0.75
7.11,11.7,32.17,251.66,363.51,36.18,830.29,5.82,0.76
7.18,11.65,31.81,256.34,359.45,35.41,820.83,5.84,0.76
7.1,11.74,32.09,247.37,360.52,35.76,830.22,5.79,0.76
6.9,11.44,32.18,251.74,360.15,35.84,813.57,5.88,0.76
6.85,11.44,32.16,253.59,358.47,35.56,838.79,5.81,0.77
6.84,11.38,32.11,255.65,365.74,35.82,834.57,5.83,0.77
7.07,11.67,32.06,251.95,359.17,35.79,830.97,5.84,0.77
7.06,11.63,32.04,255.34,365.2,35.79,833.15,5.85,0.77
6.96,11.68,31.84,248.62,360.07,35.93,855,5.75,0.78
7,11.71,32.09,250.38,363.32,35.93,859.53,5.75,0.78
6.97,11.68,31.87,249.89,366.18,35.76,858.37,5.74,0.78
6.89,11.6,32.18,253.55,358.11,36.04,862.25,5.8,0.79
6.98,11.75,32.2,250.78,357.57,36.57,867.77,5.77,0.79
6.87,11.55,32.19,255.76,357.01,36.08,862.38,5.82,0.79
6.81,11.57,32.11,254.33,364.1,35.59,869.19,5.83,0.8
7.07,11.9,31.95,250.55,361.37,35.87,873.15,5.8,0.8
6.86,11.59,32.05,256.28,366.32,35.84,886.28,5.73,0.8
6.86,11.62,32,253.63,364.08,35.56,881.24,5.73,0.8
7,11.89,31.88,248.22,358.38,36.12,876.32,5.8,0.8
6.87,11.64,31.85,254.13,359.84,35.51,883.38,5.74,0.8
7.03,11.91,31.91,246.87,359.3,36.04,875.97,5.76,0.8
6.88,11.72,32.18,251.84,360.57,36.05,887.13,5.75,0.81
6.9,11.82,31.99,251.41,365.83,36.29,900.85,5.74,0.82
7.06,12.05,32.13,249.3,366.05,35.93,917.29,5.68,0.82
6.99,11.84,32.17,254.59,360.86,36.23,895.86,5.77,0.82
6.85,11.81,31.86,250.48,361.63,36.21,913.89,5.7,0.82
7.02,11.96,31.83,249.97,363.36,35.49,896.18,5.77,0.82
6.91,11.85,31.97,255.16,361.75,35.92,922.86,5.72,0.83
7.02,12.08,31.99,248.5,361.31,36.08,913.45,5.77,0.83
7.16,12.2,31.85,249.52,361.15,35.99,926.89,5.69,0.83
6.84,11.83,32.13,251.75,361.19,36.18,913.73,5.76,0.83
7.02,11.93,31.98,255.19,361.55,36.1,909.04,5.77,0.83
7.13,12.13,32.02,251.87,366.39,35.94,914.23,5.76,0.83
7.03,12.01,32,256.31,356.95,36.06,941.57,5.68,0.84
7.06,12.08,32.06,254.3,361.29,36.08,929.99,5.74,0.84
6.9,12.01,32.15,248.18,365.73,35.85,937.92,5.66,0.84
6.81,11.85,31.87,252.29,363.01,35.99,936.2,5.68,0.84
6.81,11.94,31.96,249.79,359.48,36.52,947.39,5.67,0.85
6.92,12.08,32.02,248.52,365.1,36.16,937.75,5.72,0.85
6.95,12,32.08,255.22,366,36.05,951.78,5.67,0.85
6.87,12.07,32.18,247.16,356.86,36.32,958.07,5.62,0.85
6.85,11.94,32.17,250.93,356.64,36.32,937.28,5.71,0.85
6.87,11.89,31.87,255.81,366.48,35.78,953.1,5.64,0.85
6.86,11.87,32.13,255.65,361.11,36.71,945.74,5.66,0.85
7.12,12.29,32.09,249.19,363.14,36.47,955.24,5.64,0.85
6.97,12.07,31.96,255.38,358.92,36.45,961.35,5.67,0.86
7.2,12.31,31.96,252.87,362.7,36.43,963.93,5.62,0.86
6.9,12.02,32.16,256.58,364.91,36.07,973.69,5.66,0.87
7.17,12.43,32.03,250.5,357.05,36.73,972.58,5.67,0.87
7.06,12.28,31.93,255.29,361.15,36.18,1004.96,5.55,0.88
7,12.22,32.07,256.08,360.69,36.05,999.13,5.6,0.88
7.19,12.55,31.94,248.7,359.57,36.55,995.41,5.6,0.88
7.18,12.5,31.88,251.62,359.53,36.45,999.85,5.6,0.89
7.14,12.54,31.81,250.13,362.55,36.28,1018.75,5.55,0.89
6.99,12.26,31.83,255.85,362.3,35.93,1005.91,5.61,0.89
7.07,12.33,32.12,256.05,360.21,36.4,1000.94,5.63,0.89
7.17,12.46,31.87,255.57,363.29,36.47,1022.03,5.54,0.89
7.09,12.5,31.99,248.39,359.1,36.14,999.52,5.63,0.89
6.85,12.28,32.02,251.63,356.59,36.3,1039.23,5.51,0.9
7.01,12.3,31.87,256.46,362.55,36.58,1023.06,5.55,0.9
7.16,12.66,31.97,247.55,365.94,36.76,1017.37,5.6,0.9
6.9,12.27,32.1,252.76,359.65,36.17,1013.55,5.61,0.9
7.13,12.54,31.98,252.18,366.25,35.98,1019.1,5.6,0.9
7.08,12.6,32.14,246.77,365.22,36.75,1017.26,5.61,0.9
6.97,12.54,32,248.4,364.54,35.98,1039.64,5.56,0.91
6.84,12.38,32.04,247.77,364.5,36.57,1036.65,5.54,0.91
6.81,12.29,32.02,251.87,356.66,37.02,1050.86,5.5,0.91
6.99,12.4,31.82,254.29,356.94,36.12,1037.07,5.56,0.91
6.94,12.38,32.01,252.94,357.76,36.24,1041.16,5.53,0.91
6.92,12.38,32.19,255.55,364.99,37.09,1062.7,5.49,0.92
7.1,12.73,31.85,247.77,361.36,36.61,1061.23,5.51,0.92
6.89,12.34,32.14,255.69,361.89,37.13,1051.82,5.55,0.92
7.17,12.56,31.82,256.51,358.83,36.86,1053.07,5.5,0.92
6.97,12.43,32.11,254.29,356.92,36.48,1047.89,5.54,0.92
7.09,12.56,31.81,255.1,365.87,36.49,1052.26,5.55,0.92
6.91,12.51,31.91,249.72,360.11,36.74,1071.1,5.47,0.92
6.96,12.41,32.1,255.44,361.16,36.92,1063.43,5.48,0.92
7.14,12.7,31.95,249.06,364.93,36.2,1060.09,5.47,0.92
6.87,12.39,31.87,255.77,364.39,35.95,1079.7,5.47,0.93
7.02,12.7,32.13,247.24,357.83,36.65,1068.29,5.51,0.93
6.89,12.48,32.04,251.36,360.02,36.42,1063,5.54,0.93
6.83,12.39,31.85,252.92,360.86,36.76,1076.21,5.46,0.93
6.84,12.35,32.11,256.23,362.13,36.93,1071.47,5.51,0.93
7.17,12.72,32.14,253.56,359.54,36.84,1078.88,5.46,0.93
7,12.66,31.84,250.25,357.24,36.45,1074.35,5.52,0.94
7.02,12.8,32.19,247.03,365.9,36.95,1098.27,5.44,0.94
7.05,12.81,31.89,247.59,359.83,36.26,1099.18,5.43,0.94
6.84,12.47,31.96,255.75,358.32,36.73,1115.46,5.4,0.95
7,12.6,32.06,255.94,364.99,36.28,1108.4,5.41,0.95
7.18,13.05,32.05,247.03,356.93,36.97,1116.81,5.43,0.96
6.89,12.75,32.1,248,363.68,36.94,1122.25,5.42,0.96
7.11,12.81,32.12,254,365.18,37.03,1123.45,5.4,0.96
7.2,12.87,31.96,255.67,362.52,36.57,1128.86,5.37,0.96
7,12.88,32.07,250.63,360.94,36.6,1151.56,5.36,0.97
6.91,12.69,31.89,254.31,358.88,37.08,1135.87,5.43,0.97
6.96,12.91,31.98,250.29,361.72,36.4,1155.83,5.39,0.98
6.84,12.7,32.16,252.9,357.5,36.97,1159.56,5.36,0.98
7.16,13.19,31.93,246.77,359.2,37.11,1154.67,5.4,0.98
6.83,12.66,32.13,254.31,365.79,36.84,1147.01,5.41,0.98
7.13,12.91,32.08,256.06,362.79,36.95,1152.4,5.37,0.98
6.91,12.82,32.14,253.46,359.15,37.28,1172.04,5.35,0.99
7.01,12.88,31.92,254.2,356.58,37.14,1176.36,5.31,0.99
6.84,12.74,31.96,254.34,357.94,37,1182.42,5.31,0.99
6.85,12.84,32.08,250,357.71,36.61,1170.54,5.36,0.99
6.9,12.93,31.93,250.37,364.75,36.61,1178.9,5.36,1
6.89,12.95,31.96,249.24,362.95,36.46,1178.94,5.36,1
7.06,13.08,32.14,249.98,366.23,36.85,1186.22,5.32,1
6.87,12.96,31.82,248.98,364.38,36.35,1192.77,5.33,1
6.91,12.88,32.08,253.7,364.27,37.47,1183.8,5.35,1
6.99,13.01,32.18,253.67,359.81,37.19,1198.18,5.33,1.01
6.96,12.91,31.96,256.21,361.11,36.78,1208.41,5.28,1.01
7.2,13.16,31.86,255.61,357.5,36.68,1206.35,5.29,1.01
6.89,12.97,32.06,251.52,365.69,36.83,1216.63,5.26,1.01
7.06,13.05,31.88,255.05,357.5,36.69,1210.95,5.28,1.01
7.03,13.16,31.98,251.54,356.52,37.25,1231.06,5.25,1.02
7.03,13.14,31.84,251.63,363.97,37.02,1219.36,5.28,1.02
6.93,13.19,32.09,249.81,361.52,37.3,1245.71,5.26,1.03
6.85,13.03,32.13,251.79,359.55,36.94,1250.2,5.22,1.03
6.92,13.09,32.06,254.86,362.16,36.97,1257.48,5.23,1.04
6.94,13.16,32.09,256.02,360.4,37.33,1289.05,5.17,1.05
6.86,13.06,32.18,256.13,359.1,37.74,1271.42,5.23,1.05
6.81,13.12,32.15,251.55,361.56,37.58,1282.63,5.18,1.05
