TEO,TEI,TCI,GE,GC,TCO,P,COP,PLR
7.06,8.94,30.19,252.05,359.35,31.97,383.25,5.2,0.31
6.96,8.82,29.97,253.35,363.13,31.53,396.93,4.97,0.31
6.92,8.77,30.15,253.88,365.88,31.25,384.99,5.12,0.31
6.91,8.85,29.99,246.93,356.78,31.89,402.46,5,0.32
7.2,9.09,30.15,255.26,365.13,31.95,402.72,5.03,0.32
7.12,9.08,29.85,249.5,364.8,31.65,389.42,5.25,0.32
7.17,9.06,30,254.06,363.42,31.36,393.92,5.11,0.32
7.03,8.91,30.05,256.01,356.67,31.95,402.36,5,0.32
6.96,8.91,29.99,254.56,364.9,31.99,392.31,5.31,0.33
6.9,8.89,29.85,251.82,356.97,31.74,396.63,5.28,0.33
6.9,8.85,29.85,254.8,362.18,31.46,403.38,5.16,0.33
7.17,9.18,30.01,253.33,359.68,31.4,400.11,5.33,0.34
6.91,8.95,29.85,251.76,362.51,31.26,411.56,5.24,0.34
7.09,9.13,29.81,251.02,364.11,31.35,394.63,5.44,0.34
7.01,9.04,30.05,250.15,364.95,31.97,400.15,5.3,0.34
6.87,8.91,30.14,248.82,358.43,31.4,395.33,5.4,0.34
6.96,9.02,30.14,256.37,358.87,32.37,406.61,5.42,0.35
7.04,9.14,29.82,252.37,356.98,31.37,412.8,5.38,0.35
7.03,9.11,30.17,253.09,358.91,32.03,402.58,5.47,0.35
7.03,9.11,30.02,254.26,361.44,31.81,400.43,5.52,0.35
7.17,9.33,30.02,250.78,366.32,31.95,414.63,5.48,0.36
7.19,9.36,29.81,250.23,365.8,31.33,422.71,5.38,0.36
6.95,9.11,30.03,251.03,357.34,31.56,419.23,5.41,0.36
6.86,9.02,29.89,249.45,364.31,31.63,410.34,5.5,0.36
7.13,9.27,29.83,254.11,363.54,31.64,415.71,5.46,0.36
7.04,9.18,30.15,253.9,364.15,31.86,406.35,5.58,0.36
7.12,9.4,29.96,247.98,362.66,31.37,431.81,5.47,0.37
7.08,9.35,30.02,248.33,361.09,32.29,431,5.49,0.37
7,9.18,30.02,254.26,357.8,32.2,420.77,5.53,0.37
7.06,9.31,29.92,251.51,358.55,31.29,415.06,5.7,0.37
6.98,9.21,30.15,255.54,366.41,31.77,431.77,5.52,0.38
7.1,9.38,29.82,251.51,362.61,31.39,435.96,5.51,0.38
7.08,9.37,30.1,248.18,357.59,31.77,428.61,5.57,0.38
6.84,9.12,29.83,249.32,362.36,31.33,416.13,5.72,0.38
6.94,9.21,30.16,253.83,359.33,32.05,429.05,5.61,0.38
6.85,9.08,30.15,254.46,364.49,32,425.37,5.59,0.38
6.92,9.21,29.93,252.16,364.18,31.7,432.97,5.59,0.38
6.92,9.27,29.95,251.79,365.32,32.02,424.66,5.84,0.39
7.03,9.36,30.2,251.81,363.57,32.52,440.91,5.58,0.39
7.12,9.48,29.95,252.23,360.53,31.72,433.1,5.75,0.39
6.96,9.35,29.8,249.09,360.01,31.26,435.66,5.72,0.39
6.99,9.36,30.13,248.53,356.89,32.15,436.44,5.66,0.39
7.01,9.3,30.12,255.99,362.94,32.27,427.41,5.76,0.39
7.11,9.51,30.16,248.21,361.03,31.96,432.44,5.76,0.39
7.15,9.57,30.11,247.96,358.95,32.11,434.2,5.79,0.4
7.15,9.56,29.87,252.33,357.76,32.13,445.85,5.71,0.4
6.87,9.28,30.12,251.29,366.1,32.06,438.88,5.76,0.4
6.87,9.32,29.93,256.01,363.7,31.95,442.88,5.92,0.41
6.86,9.32,30.06,254.67,362.1,32.21,444.66,5.89,0.41
7.11,9.52,30.11,253.93,357.7,32.6,451,5.7,0.41
6.91,9.42,29.96,248.95,364.27,31.8,438.26,5.98,0.41
6.93,9.48,30.09,250.98,364.07,32.35,458.78,5.83,0.42
7.1,9.64,29.91,247.22,357.82,31.92,443.92,5.92,0.42
7.18,9.71,29.99,249.69,365.52,31.84,456.89,5.79,0.42
7.01,9.53,30.11,255.81,359.74,32.64,458.8,5.89,0.43
7.08,9.64,30.06,255.59,364.51,32.21,450.03,6.07,0.43
7.07,9.6,30.14,254.51,359.28,31.84,456.52,5.91,0.43
7.04,9.71,29.87,249.1,356.86,32.27,464.77,5.98,0.44
6.8,9.47,30.12,251.47,356.99,32.01,474.01,5.93,0.44
6.87,9.48,30.13,254.75,359.82,32.77,461.09,6.05,0.44
6.84,9.51,30.14,250.1,363.23,32.19,473.81,5.89,0.44
6.86,9.5,30.14,253.64,363.88,32.04,471.54,5.94,0.44
6.84,9.55,29.9,249.69,357.56,32.3,472.08,6,0.45
6.95,9.59,30.02,255.87,363.41,32.51,474.62,5.96,0.45
6.83,9.66,29.86,247.96,359.08,32.61,485.55,6.04,0.46
7.14,9.84,30.05,255.9,359.05,32.31,467.1,6.19,0.46
6.94,9.71,30.14,251.42,359.23,32.06,485.99,6.02,0.46
6.99,9.79,30.06,250.38,358.29,32.81,482.5,6.09,0.46
7.16,10.02,30.09,249.95,357.69,32.44,494.17,6.04,0.47
6.82,9.6,29.91,252.81,363.2,32.37,474.65,6.21,0.47
6.82,9.61,30.11,252.99,361.78,32.73,474.29,6.22,0.47
6.94,9.69,29.86,256.39,357.87,32.42,479.12,6.14,0.47
7.03,9.88,29.83,250.65,361.63,32.08,480.99,6.21,0.47
7.02,9.86,29.89,251.7,357.62,32.59,492.91,6.07,0.47
6.84,9.72,30.18,250.84,362.99,32.14,497.49,6.08,0.48
6.98,9.82,30.13,256.3,360.06,32.88,485.19,6.28,0.48
6.9,9.79,30,250.1,361.79,32.05,482.98,6.25,0.48
6.92,9.85,30.15,247.19,360.3,32.86,483.12,6.28,0.48
6.94,9.81,29.99,251.99,360.54,32.24,495.35,6.1,0.48
7.12,10,30.04,255,361.02,32.48,486.33,6.31,0.48
6.96,9.84,30,253.64,359.76,32.13,496.01,6.15,0.48
7,9.92,29.92,253.76,366.41,32.05,506.19,6.13,0.49
7.12,10.04,29.91,254.61,362.96,32.51,492.9,6.32,0.49
7.18,10.13,30.13,253.49,357.63,33.04,496.57,6.31,0.49
7.19,10.2,29.99,247.8,364.47,32.84,510.37,6.11,0.49
7.11,10.14,29.96,251.13,360.88,32.81,508.26,6.27,0.5
7.16,10.17,29.93,251.15,364.13,32.19,514.32,6.16,0.5
7.07,10.08,29.93,253.48,364.97,32.4,512.56,6.23,0.5
6.85,9.92,30.13,251.35,359.73,32.44,517.48,6.25,0.51
6.82,9.85,29.81,254.42,366.04,32.13,511.89,6.32,0.51
6.94,10.05,30.05,249.64,364.59,32.15,520.03,6.25,0.51
6.82,9.95,29.91,246.61,361.34,32.09,511.75,6.32,0.51
7.1,10.19,30.13,251.16,357.36,32.34,510.33,6.35,0.51
6.84,9.87,30.03,255.03,358.22,32.59,511.65,6.31,0.51
7.17,10.19,30.19,253.06,358.93,33.09,509.36,6.28,0.51
6.84,9.82,30.04,256.11,366.23,32.11,512.89,6.24,0.51
7.1,10.25,29.98,247.35,362.71,32.17,512.68,6.35,0.51
6.95,10.03,30.02,253.22,366.35,32.35,524.84,6.22,0.52
7.13,10.27,29.93,249.48,363.19,32.75,519.94,6.31,0.52
6.84,9.95,30,256.03,362.51,32.31,525.41,6.34,0.53
7.09,10.32,30.11,247.97,358.32,32.61,525.31,6.39,0.53
7.05,10.21,29.81,253.16,358.82,32.33,530.09,6.33,0.53
7.02,10.25,30.18,247.17,366.12,32.95,535.48,6.23,0.53
7.11,10.29,30.17,250.51,358.29,32.31,534.49,6.24,0.53
6.98,10.24,29.91,251.22,363.22,32.89,547.87,6.26,0.54
6.97,10.14,30.01,256.04,356.89,33.08,532.91,6.39,0.54
6.96,10.21,29.9,248.53,363.28,32.33,536.55,6.32,0.54
6.93,10.21,29.82,249.21,362.85,32.86,540.24,6.34,0.54
7.18,10.36,29.87,256.25,363.84,32.17,545.32,6.25,0.54
7.05,10.29,30.16,249.43,366.09,32.52,540.92,6.26,0.54
6.81,9.99,30.01,255.99,360.05,33,540.93,6.32,0.54
6.87,10.18,30.08,247.29,363.83,32.82,546.1,6.28,0.54
7.18,10.47,29.98,248.7,362.01,33.01,540.83,6.33,0.54
6.9,10.09,30.13,256.05,361.91,32.57,539.35,6.34,0.54
6.83,10.03,29.95,256.53,361.78,32.42,534.4,6.44,0.54
6.99,10.35,29.87,247.53,358.63,32.85,537.5,6.49,0.55
7.13,10.48,30.12,247.62,362.02,33.05,547.51,6.34,0.55
6.96,10.3,29.96,249.55,364.99,32.97,552.61,6.31,0.55
6.83,10.25,30.07,247.73,356.59,32.87,554.19,6.41,0.56
6.85,10.14,29.83,256,365.39,32.04,544.29,6.48,0.56
7.13,10.54,29.96,247.51,357,32.41,553.62,6.38,0.56
6.96,10.36,30.08,247.71,360.39,33.16,546.78,6.45,0.56
6.9,10.24,29.94,252.83,362.83,33.06,545.1,6.48,0.56
7.1,10.44,29.92,256.11,365.98,32.44,564.68,6.35,0.57
7.17,10.54,29.98,253.62,363.25,32.99,562.48,6.36,0.57
7.05,10.43,30.06,253.77,366.17,33.03,556.16,6.47,0.57
6.81,10.27,29.85,253.32,362.31,32.34,567.37,6.46,0.58
6.82,10.31,29.97,252.13,358.78,32.82,567.62,6.49,0.58
6.94,10.39,30.14,253.47,360.09,33.07,575.58,6.36,0.58
7.14,10.55,29.97,254.87,365.2,32.77,565.74,6.44,0.58
7.13,10.69,30.06,249.47,357.03,33.36,572.66,6.49,0.59
7,10.53,30.14,251.87,361.32,33.44,577.48,6.45,0.59
7.13,10.63,30.08,252.5,356.5,33.32,570.09,6.5,0.59
7.17,10.77,30.06,247.65,364.57,32.73,572.25,6.52,0.59
7.02,10.57,29.92,252.92,363.04,33.26,582.89,6.45,0.59
7.08,10.63,30.18,251.67,359.08,33.41,589.37,6.33,0.59
6.91,10.51,29.92,252.02,361.31,33.28,594.31,6.39,0.6
6.99,10.58,30.12,251.02,362.73,32.8,592.22,6.38,0.6
7.16,10.85,29.97,247.37,358.65,33.14,597.19,6.4,0.6
6.84,10.37,30.04,256.41,361.38,33.09,579.1,6.54,0.6
6.82,10.45,29.81,253.44,362.11,32.25,593.48,6.48,0.61
6.88,10.54,30.01,254.03,362.93,32.98,597.57,6.5,0.61
7.18,10.91,30.04,247.9,362.67,32.83,599.68,6.45,0.61
7.15,10.78,30.2,252.73,359.94,32.69,597.41,6.43,0.61
7.06,10.73,29.83,254.85,360,32.94,596.38,6.55,0.62
7.1,10.8,30.04,253.31,365.96,33.27,600.83,6.54,0.62
6.92,10.61,30.15,252.05,364.43,32.68,599.59,6.5,0.62
7.17,10.9,29.95,253.05,365.76,32.81,606.31,6.52,0.62
7.11,10.79,29.9,254.75,357.71,32.77,612.15,6.41,0.62
6.96,10.72,29.98,253.37,357.05,32.64,620.73,6.43,0.63
6.91,10.66,29.89,254.59,356.94,33.17,622.46,6.43,0.63
7.06,10.81,29.81,252.99,357.45,32.61,607.47,6.53,0.63
7.17,11,30.03,248.34,366.39,32.62,620.97,6.42,0.63
6.87,10.65,30.01,253.21,356.8,32.91,629.72,6.38,0.63
6.99,10.84,30.19,252.07,361.12,33.45,636.93,6.37,0.64
7.12,10.9,29.89,255.05,364.38,32.93,622.09,6.49,0.64
6.96,10.78,29.98,255,363.51,32.7,636.7,6.41,0.64
6.86,10.7,30.09,251.12,363.78,33.33,615.45,6.57,0.64
7.18,10.99,30.15,253.14,363.4,33.04,629.81,6.41,0.64
6.81,10.67,30,254.63,366.27,32.64,636.81,6.46,0.65
7.1,10.93,29.94,254.89,361,32.78,629.3,6.49,0.65
7.01,10.97,29.99,249.32,358.27,32.76,646.12,6.4,0.65
7.04,10.94,30.02,252.5,362.52,32.89,632.45,6.52,0.65
7.11,11.12,30.04,249.76,361.37,33.32,640.75,6.53,0.66
7.01,10.91,29.93,254.27,359.59,33.21,633.78,6.56,0.66
7.05,10.96,30.02,254.24,362.83,32.81,641.45,6.48,0.66
7.14,11.13,29.95,255.11,364.8,32.99,651.72,6.55,0.67
7.03,11.03,29.83,253.23,364.98,32.65,659.45,6.43,0.67
7.03,11.01,29.94,255.77,364.97,33.08,651.83,6.54,0.67
6.97,10.99,29.86,250.49,363.78,33.49,646.77,6.52,0.67
6.82,10.8,29.98,253.82,363.29,33.63,662.43,6.38,0.67
6.82,11.01,29.8,246.71,366.14,33.12,673.23,6.43,0.68
6.91,10.96,29.86,252.65,364.6,33.21,665.56,6.45,0.68
6.96,11.12,30.11,246.87,357.07,33.42,665.57,6.47,0.68
7.09,11.24,30.04,248.91,365.48,33.19,666.58,6.49,0.68
6.97,11.07,29.85,252.98,357.67,33.39,682.19,6.37,0.69
6.95,11.1,29.97,251.79,365.36,33.62,677.39,6.46,0.69
7.1,11.29,30.15,248.42,361.59,32.98,679.74,6.41,0.69
6.8,11.01,30.03,246.64,363.6,33.01,676.46,6.42,0.69
6.84,10.97,29.96,254.17,359.14,33.82,682.8,6.44,0.69
7,11.22,30.17,249.59,364.31,33.51,684.77,6.44,0.7
7.08,11.37,29.94,247.48,360.72,33.36,683.58,6.51,0.7
7.09,11.32,30.14,251.55,364.94,33.37,684,6.52,0.7
7.08,11.32,30.06,247.92,362.99,32.97,675.03,6.52,0.7
6.83,10.97,29.85,254.81,364.18,33.13,687.08,6.43,0.7
6.85,11.09,30.05,248.26,364.5,33.81,678.76,6.5,0.7
7.16,11.4,29.95,250.69,357.2,33.09,700.3,6.35,0.7
7.14,11.33,30.03,256.03,361.62,33.29,689.84,6.51,0.71
7.15,11.48,30.13,248.52,363.28,33.28,705.07,6.39,0.71
6.91,11.25,29.85,248.09,358.33,33.38,695.89,6.47,0.71
6.89,11.17,29.96,252.09,359.9,33.39,696.95,6.47,0.71
6.99,11.25,29.92,255.09,356.73,33.6,709.03,6.42,0.72
6.98,11.27,30.08,254.64,360.25,33.17,712.22,6.43,0.72
6.96,11.34,29.82,252,357.21,33.73,716.56,6.45,0.73
6.98,11.42,30.04,247.92,364.88,33.14,722.22,6.38,0.73
7.15,11.52,30.16,251.2,358.06,33.93,716.2,6.41,0.73
6.84,11.3,29.9,246.61,358.13,33.56,709.83,6.49,0.73
7.1,11.5,30.09,250.29,361.65,33.88,721.64,6.39,0.73
7.12,11.54,30.06,249.91,357.17,33.17,719.28,6.42,0.73
6.86,11.29,29.9,248.67,363.17,33.11,713,6.46,0.73
7.03,11.37,30.13,253.68,366.38,33.27,710.18,6.49,0.73
7.01,11.38,29.88,255.32,364.32,33.51,724.25,6.46,0.74
6.89,11.42,30.08,248.19,357.46,34.15,730.96,6.44,0.74
7.15,11.67,29.81,247.94,362.19,33.58,737.29,6.37,0.74
6.98,11.37,29.82,255.93,362.51,33.58,744.32,6.32,0.74
7.2,11.61,30.19,252.37,365.85,33.69,736,6.33,0.74
6.99,11.46,29.93,251.25,361.76,33.24,732.61,6.42,0.74
7.08,11.68,30.16,247.56,360.71,33.5,741.85,6.44,0.75
7.05,11.59,29.81,248.24,359.97,33.34,744.11,6.35,0.75
6.96,11.37,29.86,256.56,363.06,33.17,740.86,6.4,0.75
7.18,11.77,29.92,249.46,366.4,33.29,747.53,6.41,0.76
6.87,11.42,30.12,251,361.08,33.3,756.12,6.33,0.76
6.84,11.51,29.84,248.35,362.4,33.99,769.17,6.31,0.77
7.04,11.55,29.91,256.51,365.99,33.76,761.06,6.37,0.77
7.12,11.69,29.98,254.27,366.44,33.77,768.65,6.33,0.77
6.99,11.6,29.95,253.45,364.11,33.51,775,6.31,0.77
6.95,11.68,30.08,249.31,365.81,34.01,774.71,6.37,0.78
7.01,11.77,29.9,248.29,364.12,33.79,790.1,6.27,0.78
7.06,11.77,30.08,250.12,364.46,34.17,775.12,6.36,0.78
7.05,11.79,30.15,250.54,366.02,33.86,789.17,6.3,0.79
6.97,11.61,29.99,256.29,362.07,34.19,784.76,6.35,0.79
7.02,11.79,29.87,248.98,362.89,33.37,795.29,6.25,0.79
6.86,11.51,29.89,256.11,360.7,33.61,781.61,6.38,0.79
7.09,11.9,30.19,248.33,359.22,34.01,792.82,6.32,0.79
6.92,11.64,30.04,254.02,358.96,33.53,794.68,6.32,0.79
7.02,11.93,29.96,246.61,359.89,33.66,806.6,6.29,0.8
6.93,11.72,30.15,252.44,357.04,34.5,806.19,6.28,0.8
7.04,11.84,29.89,251.78,360.79,33.52,812.19,6.23,0.8
7,11.76,30,252.63,359.79,33.76,798.1,6.31,0.8
6.86,11.59,29.93,255.65,357.15,33.96,798.46,6.34,0.8
6.99,11.85,29.84,248.09,362.07,33.5,809.31,6.24,0.8
6.82,11.6,29.9,252.06,364.26,33.52,807.89,6.24,0.8
6.95,11.75,30.18,251.41,360.85,34.28,793.13,6.37,0.8
7.05,11.85,29.97,255.25,361.11,34.16,813.17,6.31,0.81
6.96,11.75,29.9,255.95,361.19,33.54,820.49,6.25,0.81
6.89,11.78,29.87,250.62,360.96,34.07,816.29,6.28,0.81
7.15,11.93,30.09,255.71,360.31,34,813.04,6.29,0.81
7.06,11.85,30.1,254.65,363.58,33.62,814.11,6.28,0.81
6.82,11.76,29.98,250.31,364.1,33.47,829.48,6.24,0.82
7.2,12.1,29.85,252.51,360.05,34.2,820.76,6.32,0.82
7.11,12.08,30.18,250.78,361.17,33.76,845.63,6.17,0.82
6.99,11.81,29.96,255.82,365.73,33.52,828.05,6.23,0.82
6.97,11.95,30.08,247.4,363.41,33.9,819.99,6.3,0.82
6.99,12,29.84,252.2,364.15,34.14,840.37,6.29,0.83
6.84,11.78,29.98,253.34,364.57,33.56,836.64,6.26,0.83
6.82,11.9,30.02,247.77,364.35,34.44,850.12,6.2,0.83
7.17,12.19,30.1,250.71,357.87,34.56,853.01,6.18,0.83
7.14,12.19,30.12,246.62,365.72,33.69,829.52,6.3,0.83
7.17,12.14,29.98,255.7,358.26,34.47,857.37,6.21,0.84
6.98,11.94,29.82,255.8,357.49,33.59,853.65,6.22,0.84
7.11,12.22,30.03,247.78,357.89,34.46,856.78,6.18,0.84
7.06,12.21,30.02,246.85,358.09,33.81,859.42,6.19,0.84
6.86,11.84,29.8,254.77,362.92,33.66,857.61,6.19,0.84
6.92,11.97,29.81,253.62,362.38,34.06,859.39,6.25,0.85
6.86,11.87,30.09,256.47,366.03,33.8,865.89,6.21,0.85
6.93,12.07,30.01,248.77,360.45,34.54,865.66,6.18,0.85
7.04,12.2,30.09,248.82,365.81,34.34,874.89,6.14,0.85
6.96,12.1,29.86,249.61,363.06,33.71,870.02,6.17,0.85
6.82,11.97,29.9,251.57,364.52,34.03,882.81,6.14,0.86
6.99,12.12,29.81,254.17,361.38,34.1,884.61,6.17,0.86
7.19,12.3,29.86,255.05,366.19,33.59,884.72,6.17,0.86
6.93,12.19,29.92,248.97,364.22,33.61,885.73,6.19,0.87
6.81,12.07,30.16,250.1,361.08,34.31,898.57,6.13,0.87
7.13,12.43,29.91,251.76,365.4,34.52,909.01,6.14,0.88
7.1,12.43,30.06,253.59,360.36,34,933.28,6.06,0.89
6.98,12.33,30.06,250.32,359.03,34.65,920.46,6.09,0.89
7.2,12.54,30.18,251.06,365.66,34.07,931.37,6.03,0.89
7.02,12.41,29.91,248.89,361.18,34.52,922.31,6.09,0.89
7.05,12.48,29.86,248.12,356.72,33.96,933.7,6.03,0.89
6.98,12.35,30.2,251.41,356.83,34.93,928.81,6.09,0.89
6.98,12.35,30.13,254.33,358.66,34.15,952.03,6.01,0.9
6.84,12.25,30.04,250.19,363.33,34.56,933.41,6.08,0.9
6.86,12.36,29.86,248.44,365.99,34.49,943.99,6.06,0.9
7.12,12.44,30.09,255.37,360.08,34.82,933.6,6.1,0.9
6.83,12.17,30.01,253.29,360.99,34.82,937.37,6.05,0.9
7.07,12.59,29.85,248.15,364.1,34.62,959.25,5.97,0.91
6.93,12.49,29.85,246.98,360.85,34.52,945.06,6.09,0.91
7.16,12.54,30.02,255.27,356.72,34.11,943.07,6.09,0.91
6.89,12.36,30.15,251.52,357.73,34.73,948.99,6.06,0.91
6.9,12.41,29.94,251.94,356.7,34.81,960.64,6.05,0.92
6.9,12.46,29.81,249.77,365.49,34.39,968.92,6,0.92
7.1,12.63,30.08,252.6,360.32,35.08,973.54,6,0.92
6.82,12.45,29.9,248.35,362.09,34.66,987.78,5.93,0.93
6.9,12.41,30.17,253.98,360.37,34.43,985.33,5.95,0.93
6.83,12.5,30.12,248.77,358.86,34.77,991.62,5.96,0.93
6.96,12.66,30.09,249.08,356.87,34.66,1001.49,5.94,0.94
6.96,12.65,30.02,250.53,358.51,34.55,1000.15,5.97,0.94
7.14,12.76,30.05,254.09,357.28,34.9,1014.21,5.89,0.94
6.86,12.52,30.09,250.52,360.3,35.17,1000.95,5.93,0.94
6.99,12.65,29.91,252.33,363.85,34.1,1010.65,5.92,0.95
7.05,12.8,30.15,248.89,358.76,34.45,1007.4,5.95,0.95
6.82,12.6,30.07,249.7,363.91,34.87,1015.9,5.94,0.95
6.84,12.61,30.02,247.94,361.43,34.45,1019.4,5.89,0.95
6.87,12.65,30.09,249.43,361.4,34.42,1026.53,5.88,0.95
7.03,12.9,29.97,248.41,362.47,34.3,1048.29,5.82,0.96
7.03,12.86,29.98,248.27,363.51,34.17,1039.97,5.83,0.96
6.92,12.7,30.04,252.26,358.35,34.94,1040.4,5.87,0.97
7.13,12.91,30.15,252.21,365.77,34.73,1043.45,5.86,0.97
6.84,12.73,29.91,249.31,359.32,34.51,1052.73,5.84,0.97
7.05,12.9,29.89,251.58,364.54,34.51,1055.97,5.84,0.97
7.06,12.83,30.05,255.13,361.03,34.64,1048.89,5.88,0.97
7,12.72,30.18,255.73,358.82,34.86,1043.04,5.87,0.97
7.02,12.94,30.09,248.16,362.38,34.75,1058.46,5.81,0.97
6.94,12.71,29.82,256.35,361.86,34.43,1061.77,5.83,0.98
7.19,12.98,29.98,254.96,357.33,34.71,1054.61,5.86,0.98
7.09,13,29.92,249.68,362.09,34.69,1058.29,5.84,0.98
6.96,12.8,30.16,253.54,356.85,35.27,1058.03,5.85,0.98
7.07,12.87,29.95,255.46,357.84,34.6,1060.78,5.85,0.98
7.02,12.94,29.87,251.48,363.54,34.69,1084.16,5.75,0.98
6.87,12.92,30.13,246.64,365.86,34.86,1072.99,5.83,0.99
6.95,13.03,29.86,247.31,361.81,34.43,1091.47,5.76,0.99
7.04,12.89,30.06,254.89,360.1,34.89,1072.71,5.83,0.99
7.07,13.06,29.98,249.21,359.61,34.56,1073.38,5.82,0.99
7.05,12.95,29.93,253.97,358.21,34.59,1089.89,5.76,0.99
6.83,12.81,30.19,249.43,358.25,34.61,1072.45,5.83,0.99
6.81,12.82,30.18,252.43,358.54,35.17,1108.72,5.73,1
7.05,13.11,29.9,249.83,361.11,35.13,1100.72,5.76,1
7.05,13.09,30.15,249.52,363.12,35.21,1086.2,5.81,1
7.07,13.14,30.12,249.5,357.62,35.5,1096.53,5.78,1
7.18,13.11,29.87,256.58,358.93,34.41,1101.54,5.78,1.01
7.03,13.08,30.1,253,361.52,34.63,1113.75,5.75,1.01
6.81,12.88,30.17,250.21,364.96,35.3,1111.2,5.73,1.01
6.9,12.95,29.92,252.11,357.47,34.6,1107.59,5.77,1.01
6.89,13.01,30,250.92,358.29,34.93,1128.63,5.69,1.02
6.93,13.16,30.15,248.48,365.94,34.74,1146.42,5.66,1.02
6.92,13.19,29.97,248.79,363.35,34.89,1149.41,5.68,1.03
6.87,13.03,29.92,253.93,361.8,35.34,1168.48,5.6,1.03
6.88,13.18,30.13,247.6,357.11,35.71,1166.81,5.6,1.03
6.81,13.03,29.86,251.47,360.34,35.42,1166.48,5.61,1.03
6.84,13.01,29.91,253.8,364.78,35.04,1167.19,5.62,1.04
6.9,13.12,30.06,253.07,359.99,35.25,1179.78,5.58,1.04
6.8,13,29.97,256.39,363.22,35.54,1191.52,5.59,1.05
6.83,13.03,30.04,255.39,361.8,35.44,1185.37,5.6,1.05
