TEO,TEI,TCI,GE,GC,TCO,P,COP,PLR
5.90,8.25,28.04,254.95,358.69,29.76,404.37,6.20,0.40
6.15,7.94,28.05,247.76,362.98,29.22,345.81,5.37,0.29
5.90,9.45,28.09,253.86,364.23,31.04,552.30,6.84,0.60
6.17,10.74,28.07,253.34,362.48,31.29,733.71,6.60,0.76
6.19,9.23,27.93,253.86,362.72,30.04,493.71,6.54,0.51
5.91,10.02,28.08,254.22,357.38,31.14,649.68,6.73,0.69
6.15,10.65,28.05,248.61,358.10,31.17,695.29,6.74,0.74
5.80,11.24,28.19,255.94,366.47,32.19,956.06,6.10,0.92
5.87,10.41,28.01,249.36,365.81,31.26,703.78,6.74,0.75
5.82,11.27,28.06,249.61,362.32,31.95,910.34,6.26,0.90
6.02,10.83,27.98,254.12,362.66,32.26,791.81,6.46,0.81
5.97,8.17,28.04,249.94,360.46,29.52,397.97,5.77,0.36
5.92,11.43,27.84,253.49,364.47,32.69,947.00,6.17,0.92
5.94,7.63,28.05,252.00,358.59,29.02,340.34,5.26,0.28
5.87,9.43,28.08,256.51,357.81,31.29,563.80,6.79,0.60
6.12,7.97,28.08,251.93,359.05,29.80,358.61,5.44,0.31
5.93,9.40,27.81,253.13,360.25,30.55,531.39,6.91,0.58
6.08,11.45,28.09,251.03,362.62,32.80,896.42,6.30,0.89
6.16,10.47,28.01,247.40,361.98,31.16,662.45,6.73,0.70
5.89,11.77,27.82,250.42,357.18,32.42,1036.59,5.95,0.97
6.19,9.23,27.82,252.04,357.75,29.86,473.48,6.76,0.51
6.17,8.47,28.15,255.02,361.72,29.92,410.08,5.99,0.39
5.87,8.40,28.08,248.56,357.82,30.18,414.23,6.35,0.42
5.96,10.09,27.80,253.02,366.24,31.40,648.15,6.75,0.69
5.93,7.66,27.94,252.04,365.82,29.55,351.87,5.19,0.29
6.18,12.13,28.00,250.69,362.27,32.77,1054.55,5.93,0.99
5.95,11.56,27.96,254.21,357.31,32.34,979.46,6.10,0.94
6.04,9.50,28.02,254.38,358.62,30.93,541.97,6.79,0.58
5.98,7.82,27.83,246.73,360.47,29.60,357.97,5.32,0.30
6.14,11.41,27.88,252.85,363.07,31.86,886.99,6.29,0.88
6.12,9.17,27.95,247.08,357.05,30.45,476.64,6.63,0.50
5.92,8.23,28.10,254.31,365.47,30.29,401.67,6.12,0.39
6.18,8.39,28.05,256.32,362.86,29.72,396.20,5.99,0.37
5.81,10.97,28.14,256.09,361.09,32.54,883.12,6.27,0.87
6.06,11.21,28.18,249.09,359.78,32.38,834.66,6.44,0.85
6.12,10.39,28.18,251.09,357.19,31.14,664.21,6.75,0.71
5.95,10.33,27.97,246.91,360.78,31.12,672.93,6.73,0.72
5.89,10.68,28.09,255.66,361.72,31.62,791.35,6.49,0.81
5.95,12.08,27.98,252.56,363.00,32.51,1124.29,5.76,1.02
5.94,9.47,28.00,249.32,361.54,30.89,549.33,6.71,0.58
5.86,8.33,28.14,252.64,357.17,29.77,422.50,6.17,0.41
5.84,8.18,28.00,249.85,360.85,29.52,403.17,6.08,0.39
5.94,11.86,28.06,252.96,360.71,32.90,1073.25,5.84,0.99
5.88,7.90,28.11,247.30,358.87,29.90,370.35,5.63,0.33
5.82,9.81,27.91,254.24,364.01,30.82,617.34,6.88,0.67
6.16,9.37,28.05,250.99,360.75,30.90,497.04,6.78,0.53
6.16,10.56,28.04,249.08,359.05,31.96,690.42,6.65,0.72
5.85,7.91,28.05,253.40,359.33,29.31,376.76,5.78,0.34
6.14,11.95,28.10,252.34,365.08,32.74,1033.13,5.94,0.97
5.93,11.18,28.09,247.15,357.17,31.85,856.58,6.34,0.86
5.81,7.93,27.98,251.61,362.03,29.92,386.23,5.77,0.35
6.11,8.22,28.20,256.24,361.60,30.44,391.52,5.78,0.36
5.94,11.75,28.06,249.00,365.98,33.10,1011.17,5.99,0.96
6.17,10.43,28.17,251.92,359.69,31.43,660.43,6.80,0.71
6.07,11.54,27.81,255.98,358.00,32.54,957.31,6.12,0.93
5.96,10.92,28.03,248.34,357.89,31.53,794.40,6.49,0.81
5.84,11.68,27.84,255.92,364.87,32.50,1062.79,5.89,0.99
6.16,12.11,27.90,254.39,362.56,33.00,1088.28,5.82,1.00
6.08,7.65,27.83,250.53,363.00,29.60,326.88,5.03,0.26
5.99,8.52,28.08,247.88,364.96,30.31,417.46,6.30,0.42
5.92,8.79,27.89,252.72,362.43,30.16,455.42,6.67,0.48
5.88,8.39,27.99,256.35,358.23,29.66,435.43,6.18,0.43
6.11,7.97,28.06,255.79,361.88,29.34,368.11,5.39,0.31
6.03,10.84,27.82,248.31,365.68,31.10,762.95,6.55,0.79
5.82,7.75,28.09,253.78,364.34,29.32,362.58,5.66,0.32
5.90,11.96,27.89,249.23,360.76,32.98,1077.42,5.87,1.00
5.83,11.64,27.84,255.98,363.08,32.47,1052.82,5.92,0.98
6.19,8.05,27.85,250.49,361.04,29.13,365.07,5.34,0.31
5.96,9.01,28.06,247.06,364.82,30.73,478.08,6.60,0.50
5.93,9.15,28.17,247.60,361.22,30.33,490.63,6.80,0.53
5.82,9.55,27.83,248.46,358.03,31.10,567.26,6.84,0.61
6.02,7.80,28.06,247.01,357.09,29.37,345.46,5.32,0.29
6.01,8.00,27.87,253.26,364.69,29.29,379.46,5.58,0.33
5.94,8.52,27.93,251.74,362.37,30.10,434.99,6.25,0.43
5.92,8.23,28.04,252.29,361.15,30.34,392.55,6.22,0.39
5.94,10.50,28.01,253.41,356.61,31.90,719.77,6.73,0.77
5.94,11.75,27.93,248.93,362.27,32.90,1000.31,6.05,0.96
5.97,8.96,27.80,256.23,364.81,30.02,475.43,6.76,0.51
6.07,11.83,28.17,251.69,361.35,32.64,1005.30,6.05,0.96
5.94,10.11,27.94,256.02,360.23,30.97,663.17,6.73,0.71
5.83,12.10,28.17,251.80,360.66,33.44,1176.19,5.62,1.04
5.92,7.80,27.81,246.90,361.63,29.40,363.86,5.35,0.31
6.01,8.46,28.00,255.39,360.94,29.99,417.33,6.28,0.41
6.17,8.66,27.97,251.02,356.51,30.00,411.10,6.37,0.41
6.06,9.46,27.88,251.84,359.82,30.48,526.89,6.81,0.57
5.88,10.83,28.08,253.19,363.97,31.62,817.64,6.43,0.83
6.02,9.70,27.81,247.73,362.94,30.58,554.15,6.89,0.60
5.89,7.70,27.87,254.50,365.94,29.63,358.99,5.39,0.31
6.18,7.87,27.92,256.49,356.85,29.26,340.40,5.33,0.29
6.12,8.55,28.16,248.28,364.52,29.85,408.05,6.20,0.40
6.17,10.34,27.96,252.64,362.70,31.13,649.73,6.79,0.70
5.94,10.96,28.12,248.10,358.27,31.72,797.47,6.54,0.82
6.06,10.73,28.12,253.51,362.94,31.94,754.64,6.58,0.78
5.84,9.22,28.10,254.05,361.19,31.10,537.91,6.70,0.57
5.84,9.00,27.83,256.20,364.80,29.98,507.35,6.67,0.53
6.00,10.44,27.85,250.06,358.07,30.96,690.36,6.73,0.73
5.94,11.87,28.17,249.80,360.40,33.20,1039.09,5.97,0.98
6.16,10.24,27.87,253.03,358.14,31.22,631.43,6.84,0.68
5.94,11.95,27.86,248.88,361.11,32.54,1066.01,5.88,0.99
6.05,8.83,28.03,256.26,358.06,30.29,449.09,6.64,0.47
5.90,11.02,27.84,249.78,358.26,31.55,823.26,6.50,0.85
6.03,7.61,27.89,254.69,366.41,29.36,335.84,5.01,0.27
6.13,8.96,27.81,253.34,360.97,29.80,464.87,6.46,0.47
5.81,8.90,27.84,250.92,365.02,30.72,495.64,6.56,0.51
6.04,11.70,28.16,251.58,359.80,33.14,990.82,6.02,0.94
6.16,7.89,27.94,248.07,361.22,29.60,344.30,5.23,0.28
6.10,9.11,28.19,248.73,359.49,30.98,478.09,6.56,0.50
5.98,9.04,27.82,251.79,357.82,30.74,477.11,6.76,0.51
5.95,7.64,28.18,254.68,360.54,29.88,336.85,5.37,0.29
6.01,8.96,27.84,248.08,358.26,30.17,475.31,6.43,0.48
5.94,10.42,27.83,247.42,364.79,31.69,683.82,6.79,0.73
5.89,9.25,28.17,249.31,362.46,31.28,520.66,6.74,0.55
6.07,7.66,28.03,247.26,360.04,29.74,326.63,5.05,0.26
5.88,10.48,28.13,247.55,366.03,31.83,704.31,6.76,0.75
5.81,9.61,27.94,255.14,360.22,30.77,586.74,6.92,0.64
6.00,11.38,28.05,254.64,363.61,32.24,914.57,6.27,0.91
6.11,8.48,27.87,246.82,365.96,29.40,401.14,6.10,0.39
6.11,11.39,27.86,252.36,356.53,32.41,885.50,6.31,0.88
5.94,8.57,27.88,250.40,362.47,30.01,426.68,6.47,0.44
6.08,8.95,28.04,256.10,357.42,30.14,465.29,6.61,0.49
6.06,11.47,28.15,252.40,363.96,32.33,922.69,6.21,0.90
5.99,9.23,28.16,251.59,361.41,31.15,509.05,6.69,0.54
6.07,9.00,27.91,254.20,361.44,30.57,478.23,6.54,0.49
6.20,9.95,27.98,248.72,365.34,31.13,582.26,6.71,0.62
6.13,11.31,27.90,252.00,361.57,31.86,864.44,6.33,0.86
6.07,9.05,28.16,250.20,365.84,30.38,480.28,6.49,0.49
6.10,11.52,27.98,255.90,362.90,32.63,938.30,6.19,0.92
6.10,9.84,28.09,246.72,363.53,30.53,575.98,6.70,0.61
5.99,10.88,27.91,253.41,359.88,32.33,792.44,6.55,0.82
6.16,11.01,28.08,256.18,357.15,32.00,794.06,6.55,0.82
6.18,10.63,27.99,256.22,359.91,31.63,717.15,6.66,0.75
5.90,8.79,27.99,253.40,357.62,29.87,468.74,6.56,0.49
6.02,9.04,28.03,252.10,361.05,30.43,487.26,6.54,0.50
5.82,11.88,28.01,249.40,360.64,33.04,1084.12,5.84,1.00
6.15,11.20,28.10,253.34,363.69,31.75,823.78,6.49,0.85
5.80,8.72,28.09,248.30,357.53,30.09,458.95,6.62,0.48
6.06,10.87,28.01,254.52,365.46,32.15,784.77,6.54,0.81
5.96,7.82,27.91,254.48,359.54,29.83,351.63,5.65,0.31
6.08,11.72,28.15,252.97,360.27,32.87,993.87,6.01,0.94
5.99,10.54,27.94,256.28,361.91,32.07,740.90,6.60,0.77
6.08,11.63,27.98,250.16,356.69,32.46,932.82,6.23,0.92
6.18,10.88,27.87,254.68,361.41,31.90,756.81,6.63,0.79
5.82,7.67,27.94,248.39,363.48,29.60,351.62,5.49,0.30
5.91,11.64,28.08,248.08,357.06,32.96,983.93,6.05,0.94
5.90,8.69,28.15,251.04,357.83,29.95,448.37,6.55,0.46
5.88,11.26,28.15,249.19,358.22,32.34,896.88,6.26,0.89
6.13,10.80,27.81,251.31,360.45,31.30,750.88,6.54,0.78
6.06,10.22,28.05,247.26,359.91,31.50,627.08,6.87,0.68
5.82,11.04,28.07,251.76,357.66,32.21,859.05,6.40,0.87
6.08,8.21,27.90,250.80,362.11,29.97,380.68,5.88,0.35
6.12,8.82,28.19,249.65,360.50,30.81,438.39,6.43,0.45
6.00,11.82,28.17,253.03,359.71,33.24,1034.95,5.96,0.97
6.15,8.58,28.16,248.86,359.94,30.05,418.03,6.05,0.40
5.95,9.39,27.90,256.33,364.28,30.52,544.28,6.78,0.58
5.92,8.72,28.20,252.94,363.30,30.22,453.11,6.53,0.47
5.99,7.99,28.20,253.75,358.26,29.73,379.80,5.58,0.33
6.04,8.90,28.09,252.66,364.47,30.02,460.99,6.56,0.48
5.85,11.18,28.09,246.88,358.90,32.29,859.77,6.41,0.87
6.14,9.76,28.03,251.57,357.36,30.98,552.14,6.91,0.60
6.10,9.65,28.12,250.77,363.24,30.70,558.85,6.68,0.59
6.18,11.74,27.81,250.20,363.17,32.22,942.30,6.18,0.92
6.05,11.58,27.91,250.15,359.56,32.19,938.93,6.17,0.92
6.20,8.03,28.13,250.48,364.59,29.46,349.56,5.49,0.30
6.02,8.73,28.09,247.24,364.38,30.65,438.59,6.39,0.44
5.92,10.26,27.99,252.64,359.73,31.67,682.28,6.73,0.73
6.12,8.36,28.13,252.00,360.10,29.71,385.32,6.14,0.37
6.01,12.10,28.03,253.63,362.13,32.91,1123.27,5.75,1.02
6.00,10.23,28.10,251.71,357.14,32.00,664.60,6.70,0.70
6.12,9.22,28.08,255.56,366.22,30.78,501.65,6.61,0.52
6.20,11.10,27.95,249.39,357.29,31.48,782.00,6.54,0.81
6.14,10.56,28.10,249.78,357.13,32.00,679.57,6.81,0.73
6.03,8.36,27.85,251.05,363.63,29.88,404.12,6.06,0.39
5.93,10.95,28.11,255.62,365.14,32.19,841.39,6.39,0.85
5.93,10.64,28.05,252.02,357.39,32.10,754.07,6.60,0.79
6.18,9.10,28.17,255.81,365.62,30.72,474.47,6.58,0.49
6.13,7.64,27.94,252.48,365.38,29.54,331.37,4.82,0.25
5.93,9.86,27.85,252.00,360.23,31.08,618.00,6.71,0.66
6.18,8.10,27.96,254.69,363.86,29.81,371.64,5.51,0.32
6.15,8.71,27.81,248.43,361.25,29.59,421.10,6.31,0.42
6.09,8.33,27.90,249.37,357.74,29.62,387.25,6.05,0.37
5.87,10.88,27.98,256.05,364.72,31.94,835.09,6.44,0.85
5.83,10.18,28.17,247.69,358.31,31.58,662.72,6.80,0.71
6.13,10.67,28.06,250.18,364.96,31.76,708.21,6.71,0.75
6.18,11.30,27.98,250.51,360.48,32.55,832.99,6.45,0.85
5.91,11.28,28.05,247.63,360.12,32.70,887.01,6.27,0.88
5.97,10.19,27.99,247.35,361.98,31.00,637.30,6.86,0.69
6.14,11.81,27.89,250.64,361.45,32.34,978.88,6.08,0.94
5.85,7.70,28.04,247.50,364.43,29.45,343.46,5.56,0.30
5.88,11.82,27.80,251.50,364.33,33.04,1057.54,5.91,0.99
6.08,8.74,27.83,253.96,359.91,30.50,445.73,6.36,0.45
6.09,11.32,27.84,248.92,363.38,31.60,854.04,6.39,0.86
6.08,8.38,28.06,250.00,358.71,29.61,388.41,6.18,0.38
5.90,10.62,28.04,252.32,362.23,31.99,753.21,6.61,0.79
5.81,10.55,28.16,249.24,364.93,31.64,737.01,6.70,0.78
5.92,10.98,27.95,248.23,359.31,32.36,808.13,6.51,0.83
6.04,9.58,27.83,253.44,358.31,31.10,555.02,6.77,0.59
6.15,8.79,28.16,251.54,357.39,30.49,428.56,6.47,0.44
6.16,10.02,27.84,250.56,363.76,30.63,584.62,6.93,0.64
5.89,11.67,28.13,248.47,366.26,33.17,994.68,6.05,0.95
5.91,9.63,28.05,249.02,356.68,31.02,572.40,6.77,0.61
5.85,8.84,27.91,254.75,358.18,30.02,485.64,6.57,0.50
5.96,8.02,27.96,254.06,362.24,29.67,378.02,5.80,0.35
6.00,11.19,28.03,247.95,362.74,32.48,851.41,6.33,0.85
5.90,9.80,28.19,250.57,363.04,31.63,607.46,6.73,0.65
6.04,11.96,28.03,252.86,356.86,33.32,1067.04,5.87,0.99
5.97,7.77,28.13,253.89,362.14,29.78,356.24,5.36,0.30
5.98,10.57,28.18,249.93,363.47,31.35,730.04,6.58,0.76
5.80,8.46,28.10,247.94,359.08,30.51,428.65,6.43,0.44
5.91,8.84,28.14,255.59,364.97,30.82,478.51,6.55,0.50
6.08,9.45,27.88,249.77,366.44,30.80,520.61,6.78,0.56
6.13,11.10,27.89,255.08,361.33,31.95,820.80,6.46,0.84
5.96,9.04,27.86,251.76,364.72,30.79,492.66,6.59,0.51
5.90,11.68,28.17,250.63,363.52,33.09,1010.74,6.01,0.96
5.81,11.38,27.89,250.02,365.50,32.74,954.33,6.11,0.92
5.96,9.31,27.97,255.77,357.89,30.68,530.08,6.76,0.57
5.91,9.44,28.13,249.06,357.70,30.87,550.57,6.68,0.58
5.94,11.69,27.98,247.02,361.39,32.55,969.45,6.14,0.94
5.83,9.47,28.03,252.30,361.20,30.46,555.96,6.92,0.61
6.17,8.68,27.85,253.14,358.09,29.46,433.39,6.14,0.42
6.03,11.86,27.88,254.60,356.55,33.18,1054.72,5.89,0.98
5.88,10.69,28.03,256.11,360.43,32.21,792.00,6.51,0.81
6.04,7.64,28.15,249.13,361.20,29.28,327.03,5.11,0.26
6.12,9.56,28.03,252.77,360.25,30.35,530.11,6.87,0.58
6.05,11.53,28.15,247.51,361.74,32.36,911.89,6.23,0.90
6.10,11.31,28.02,248.50,360.60,32.45,844.78,6.42,0.86
6.04,7.80,27.87,250.55,360.65,28.93,352.34,5.24,0.29
5.91,9.76,28.10,250.06,357.32,31.33,584.43,6.90,0.64
6.08,7.84,27.82,247.93,364.70,28.96,337.57,5.40,0.29
5.86,8.65,28.04,250.55,363.69,30.50,455.43,6.43,0.46
6.01,10.47,27.95,250.99,363.41,31.67,695.59,6.73,0.74
6.03,9.51,28.03,251.16,360.13,31.18,544.10,6.73,0.58
6.17,10.20,27.85,253.40,359.29,31.56,620.74,6.88,0.68
6.04,10.26,27.87,248.70,359.00,31.15,643.03,6.84,0.70
6.15,8.58,28.07,252.54,359.97,29.69,420.43,6.13,0.41
6.05,11.85,28.04,250.39,358.85,32.70,1013.60,6.00,0.96
5.90,8.50,27.88,249.61,365.50,30.33,425.80,6.38,0.43
5.95,7.96,27.84,255.25,359.41,29.78,380.61,5.64,0.34
5.81,9.96,27.86,251.87,364.39,30.75,652.58,6.70,0.69
5.83,12.14,27.97,250.09,363.33,33.38,1164.21,5.68,1.04
6.07,9.33,27.86,255.23,360.11,30.23,521.82,6.67,0.55
5.97,10.94,28.06,253.80,361.36,32.45,807.50,6.54,0.83
5.86,11.24,28.05,252.92,357.22,32.20,907.36,6.29,0.90
6.17,9.20,28.17,253.89,358.46,31.01,475.26,6.78,0.51
6.05,11.19,28.07,255.55,363.81,32.36,870.24,6.32,0.87
6.13,8.63,27.86,248.00,357.00,29.83,424.44,6.13,0.41
6.08,9.50,27.88,252.60,356.89,30.18,531.51,6.80,0.57
6.11,8.71,27.96,249.27,365.37,29.97,422.25,6.43,0.43
5.96,10.70,28.16,254.53,359.69,31.56,760.47,6.65,0.80
6.00,9.55,28.17,251.95,362.19,31.46,555.56,6.74,0.59
5.94,10.97,27.87,251.66,366.42,31.57,829.12,6.40,0.84
6.14,9.99,27.86,250.36,364.49,31.35,596.58,6.77,0.64
6.08,9.59,28.01,249.99,362.65,30.86,531.35,6.90,0.58
6.04,10.65,28.00,255.64,358.59,32.17,740.91,6.66,0.78
5.86,8.19,27.82,247.90,357.92,29.38,400.47,6.03,0.38
6.08,11.20,27.98,246.96,361.32,32.49,826.61,6.41,0.84
5.91,8.68,27.90,251.72,364.47,30.19,451.06,6.47,0.46
6.08,11.44,28.04,254.01,363.35,32.66,906.72,6.29,0.90
5.93,9.12,27.86,254.00,361.90,30.59,513.27,6.62,0.54
5.81,10.34,28.15,250.66,360.89,32.01,707.35,6.72,0.75
5.98,9.33,28.15,247.00,364.17,31.18,517.90,6.70,0.55
5.92,9.99,28.19,252.94,364.84,31.33,635.80,6.78,0.68
6.14,11.47,28.09,246.99,363.66,31.85,867.29,6.36,0.87
5.94,9.35,28.19,254.07,361.87,30.46,540.79,6.71,0.57
6.11,8.43,27.92,253.36,358.42,30.09,401.43,6.13,0.39
5.83,7.83,28.04,250.59,357.90,29.69,363.19,5.79,0.33
5.85,10.27,27.82,251.71,363.89,31.63,695.92,6.69,0.73
6.16,8.04,28.02,254.01,366.27,30.03,364.16,5.48,0.32
6.05,12.06,28.17,253.28,361.71,33.40,1091.29,5.84,1.01
6.13,11.33,27.93,247.72,356.90,32.25,837.72,6.45,0.85
6.16,10.11,27.83,255.39,365.70,30.51,623.07,6.78,0.67
6.00,8.82,27.90,254.66,365.59,29.75,458.49,6.57,0.48
6.00,7.95,27.80,250.43,360.77,29.89,373.94,5.45,0.32
5.81,10.68,27.95,255.20,360.26,31.99,806.63,6.46,0.82
6.03,10.70,28.00,255.48,365.32,32.12,756.88,6.61,0.79
5.84,9.91,28.12,251.58,359.44,31.56,623.23,6.87,0.68
6.06,9.20,27.81,252.17,363.25,29.90,495.55,6.69,0.52
6.12,11.43,28.14,252.25,364.65,32.52,884.04,6.35,0.89
5.90,10.41,28.16,248.03,358.49,32.21,690.40,6.78,0.74
5.91,7.81,28.05,252.58,357.53,29.75,364.81,5.51,0.32
5.83,8.23,28.16,248.05,365.04,30.32,404.34,6.15,0.39
5.82,7.60,28.11,253.85,362.52,29.79,359.14,5.27,0.30
6.10,10.52,27.95,248.69,359.95,31.07,688.31,6.69,0.73
6.04,9.88,27.90,256.27,361.01,30.68,604.86,6.82,0.65
6.08,8.55,27.82,248.91,366.08,29.99,413.14,6.23,0.41
6.12,8.36,28.03,250.80,361.20,29.37,402.43,5.86,0.37
6.06,9.67,28.01,253.59,358.05,31.23,567.15,6.76,0.61
5.87,8.76,27.86,254.40,364.01,30.16,475.11,6.48,0.49
5.89,10.24,28.18,256.36,359.34,31.98,692.12,6.75,0.74
5.91,11.63,28.06,250.71,357.13,32.64,985.48,6.09,0.95
6.09,7.79,27.98,252.33,361.70,29.48,336.94,5.34,0.28
5.93,11.35,27.88,248.76,361.38,32.49,893.23,6.32,0.89
6.09,10.83,28.07,247.22,362.62,31.91,743.52,6.61,0.78
6.20,9.09,27.82,253.56,363.63,30.15,474.46,6.47,0.48
5.81,9.19,27.90,250.08,361.94,30.36,526.08,6.74,0.56
6.01,9.93,28.18,248.63,363.64,31.24,593.87,6.87,0.64
6.19,7.88,27.97,252.69,357.85,29.41,348.18,5.13,0.28
5.93,8.10,28.12,250.13,365.68,29.62,393.01,5.79,0.36
6.00,11.84,28.17,251.25,365.19,32.69,1029.62,5.97,0.97
6.04,10.92,28.03,249.83,364.87,31.69,772.22,6.62,0.81
6.07,9.81,27.80,246.98,357.64,30.52,561.17,6.90,0.61
6.01,7.62,28.12,246.76,359.99,29.25,321.89,5.14,0.26
6.16,9.33,27.82,251.66,360.46,30.63,500.30,6.67,0.53
6.04,9.01,27.92,251.10,364.69,29.83,479.93,6.52,0.49
6.18,9.05,27.83,254.90,363.65,29.74,467.27,6.54,0.48
5.86,10.22,28.17,254.91,364.09,31.74,692.44,6.71,0.73
6.12,10.97,27.89,251.59,357.64,31.62,780.32,6.54,0.81
6.17,8.18,28.18,248.92,360.17,30.12,371.25,5.62,0.33
6.20,11.41,27.86,253.33,356.64,32.54,867.36,6.37,0.87
6.01,12.10,27.96,248.99,362.54,33.12,1096.21,5.80,1.00
6.17,9.78,27.98,246.74,359.13,30.66,554.63,6.72,0.59
5.97,9.71,27.81,246.65,358.60,31.23,576.44,6.71,0.61
6.13,11.38,27.91,256.09,362.69,32.49,902.81,6.24,0.89
5.90,11.63,28.15,250.74,363.96,33.19,1000.27,6.01,0.95
